participant_code,order_system,order_chart,order_index,system,system_label,method,group,chart_id,chart_type,question,answer_shown,answer_is_correct,correct_answer,participant_answer_correct,judged_correctly,first_error_chunk_index,error_description,response_time_ms,updated_at,rating_reasoning_easy,rating_derivation_clear,rating_usefulness
SO2CO2,SO2,CO2,6,B1,A,b1,G2,2bhsybiilde28j87,bar_stacked,What is the average percentage of non-black races that they answered very interested?,19%,True,19%,Yes,True,,,92779,2026-07-19T02:35:40.133Z,3,2,3
SO2CO2,SO2,CO2,7,B1,A,b1,G2,0egzejn5mejtnfdm,bar_grouped,What is the difference between Scotland's largest value and England and Wales's smallest value?,12,False,26,No,True,0,"The value is not 16, it's 2.",35799,2026-07-19T02:35:40.133Z,5,5,5
SO2CO2,SO2,CO2,8,B2,B,b2,G3,10gtgmmgh599jnr7,line_simple,What is the difference between the second largest and the smallest values between 2000 and 2008?,0.023,True,0.023,Yes,True,,,48191,2026-07-19T02:35:40.133Z,6,7,7
SO2CO2,SO2,CO2,9,B1,A,b1,G2,16aphfabldrpgcmd,line_multiple,What is the sum of the number of weights exceeding 3670 in the Boys group and the number of weights exceeding 3550 in the Girls group?,8,True,8,No,False,0,I think the value is 4.,47630,2026-07-19T02:35:40.133Z,5,3,3
SO2CO2,SO2,CO2,10,B2,B,b2,G3,77xb5ug5lhfmkb74,bar_stacked,What is the sum of number of employees from Europe region before 2015?,230769,True,230769,Yes,True,,,32228,2026-07-19T02:35:40.133Z,7,6,7
SO2CO2,SO2,CO2,11,Ours,D,ours,G1,0wflwm4jebx7n12y,bar_simple,What is the difference between the average and the maximum number?,141.25,True,141.25,Yes,True,,,20050,2026-07-19T02:35:40.133Z,7,7,7
SO2CO2,SO2,CO2,12,B2,B,b2,G3,0gvrmm8qbn6o1vya,bar_simple,What is the average of Season's ticket prices with a ticket price of $60 or less?,53.41,True,53.41,Yes,True,,,16377,2026-07-19T02:35:40.133Z,7,7,7
SO2CO2,SO2,CO2,13,B3,C,b3,G4,1a09xqtrj8zms716,bar_simple,What is the average value of top 3 malls' per sqaure foot cost?,600,True,600,Yes,True,,,63190,2026-07-19T02:35:40.133Z,6,6,7
SO2CO2,SO2,CO2,14,Ours,D,ours,G1,16fif5hdi8yzml00,bar_grouped,What is the difference between average of maximum payment in all states and average of minimum payment in all states?,7.5,True,7.5,Yes,True,,,37664,2026-07-19T02:35:40.133Z,6,6,6
SO2CO2,SO2,CO2,15,B1,A,b1,G2,0jbrb1dcbliiampz,bar_simple,How many years had investments of over 22 Billion Euros in the years 2011 to 2014?,7,False,3,No,True,0,It's three. not 7,104973,2026-07-19T02:35:40.133Z,6,6,6
SO2CO2,SO2,CO2,16,B2,B,b2,G3,2s65jcap9pn289qx,line_multiple,What is the sum of the differences between women and men in the last five years?,196.94,False,163.28,Yes,False,,,66033,2026-07-19T02:35:40.133Z,6,5,6
SO2CO2,SO2,CO2,17,B3,C,b3,G4,2eiyyw562tcvjypp,line_multiple,How many years has Russia had higher favorability than the US?,3,False,2,Yes,False,,,59312,2026-07-19T02:35:40.133Z,6,4,6
SO2CO2,SO2,CO2,18,Ours,D,ours,G1,1k8qhmg9rui7gtzh,line_multiple,What is the difference between the largest value in Germany and the smallest value in the U.S. between 2010 and 2015?,31,True,31,Yes,True,,,68723,2026-07-19T02:35:40.133Z,5,5,6
SO2CO2,SO2,CO2,19,Ours,D,ours,G1,8chfa8n079zpfigi,line_simple,How many years correspond to a value between 19 and 30?,10,False,11,Yes,False,,,30948,2026-07-19T02:35:40.133Z,7,6,6
