chart_id,chart_type,ours_correct,baseline_correct,true_answer,gold_looks_wrong,note
1epzpacytv3wx2i6,bar_simple,0,0,"Yes — values strictly increase 2010→2013 (730, 751, 772, 806)",0,"True answer is ""yes, strictly increasing""; both ours and baseline returned final=empty with null value, yielding no boolean answer (ours also wrongly used absolute=true)."
1qm2z3ooawf339jz,bar_grouped,1,1,,0,
95yhyqjyeu4fohbj,line_simple,1,1,,0,
62w3xg16iivw11et,bar_stacked,1,1,,0,
95wcyze391ifhegp,line_simple,1,1,,0,
9douccar3m9ruah4,line_simple,0,1,"Unanswerable: the chart data only has Year and E-commerce sales share; ""Men's/Women's/All Results' Not at all"" categories do not exist, so the comparison cannot be performed.",0,"Question references categories absent from data; baseline's empty-ops/no-ops correctly reflects the unanswerable comparison, ours/gold produced no spec."
9mlpjn6pddrbthj8,line_simple,1,1,,0,
1x37jzohqd666qc0,bar_grouped,0,1,,0,
9u3xwiltv2hlcqq1,line_multiple,0,0,Inverse/negative relationship: between 2007-2012 Democratic government rises (55→61→68) while Strong leader falls (34→30→26). The pattern generalizes — in every period the two move in opposite directions (e.g. 2002→2005 Dem up/Strong down; 2005→2007 Dem down/Strong up; 2012→2015 Dem down/Strong up).,0,"Answer is qualitative inverse-relationship that generalizes; ours returns degenerate scalar 1.0 (absolute lagDiff !=, loses direction so doesn't capture inverse trend), baseline returns empty/null."
1hv85ef35tbvldiq,bar_simple,1,1,,0,
au22oa0vjosoagxu,line_multiple,1,0,"2008 to 2015 (continuous decline in male life expectancy, from 70.72 down to 64.02)",0,"filter male + monotonicRun decreasing/longest yields rows 2008-2015, the correct declining period; gold/ours identical, baseline empty."
albgfrf44bz6134k,line_simple,1,1,"No — average annual increase is 25.83/yr, which does not equal any single year-over-year increase (closest are 25.92, 25.68, 25.65); answer = false/No.",0,"Avg increase=25.83 matches no annual increase, so true answer is No (false); both ours and baseline returned compareBool=0.0=false, correctly; gold's 25.83 avg is also correct."
23bplnbw291p6nil,bar_grouped,0,1,8427 (Male 36983 - Female 28556),0,True diff = 8427; gold and baseline both 8427; ours produced NaN (diff over retrieveValue refs failed to resolve).
aoycx517slbw0ifa,bar_stacked,0,0,"Entertainment division contributed the most, with 1983.2 million euros total over 2015-2018 (industry total for those years = 4156.2)",0,"Top division = Entertainment (1983.2M); ours returned empty/null, baseline returned 3575.3 which matches no valid interpretation; gold absent."
aqowly2mmavof3f1,line_simple,1,1,"2010 to 2019 (10 consecutive years of decline: 6.3→2.3, 9 decreasing steps), the longest continuous decreasing run.",0,"Longest decreasing run is 2010-2019; ours cleanly returns longest run, baseline redundantly computes it 4x but each yields the same correct longest-run rows."
23zc8kuhnpespj98,bar_grouped,1,1,,0,
1hm06wtar7gh92c8,bar_simple,1,1,,0,
amn6abwhwmc7ksaz,line_simple,0,0,"2016 (largest within-year range = 0.24, from 0.63 down to 0.39)",0,True answer is year 2016 (range 0.24); ours=0.0 and baseline=0.44 (global max-min) both fail to group by year or return the year.
221xoyhy3yziwabm,bar_grouped,0,0,,0,
25n4mzhv6y1p36dl,bar_grouped,1,1,,0,
ay58pwlf97q0osw6,bar_stacked,0,0,"Commercial (range 263.5 = 284.6 - 21.1); Broadcasting range 230.5, Matchday 45.8",0,"Answer is Commercial (range 263.5); ours only did Broadcasting max (287.2), baseline returned Broadcasting range 230.5 not Commercial's larger 263.5."
bhaqrpqx0hwtcol5,line_multiple,1,1,,0,
b1jrtiwi2x01zdtw,line_multiple,1,1,11 (Engaged 26 − Actively disengaged 15 in 2005),1,Both ours and baseline give 11 = correct; gold=48 wrongly sums Not engaged+Actively disengaged before diffing.
bfi0ia7zx8pjb5g8,bar_stacked,0,0,0 years (no year's Hardlines+Diversified combined share exceeds 60; max is 49.2 in 2012),0,"No combined Hardlines+Diversified sum exceeds 60 (max 49.2), so true count is 0; baseline returned 1 (wrong); gold and ours have no spec."
ahxo354yj7g4m6h1,line_simple,1,1,,0,
apsxmes1emdu9vtk,bar_stacked,0,0,1.56 million (age group 40–59 years has smallest range ~0.03; its 2018 value is 1.56),0,"Steadiest group is 40–59 (range 0.03), 2018 value 1.56; ours returned empty, baseline returned 0.26 (wrong group)."
1hp11sl0mo4ohtpo,bar_simple,1,0,"2013/14, increase of 11.5 USD",0,"Max year-over-year increase is 11.5 in 2013/14; ours matches, baseline returned first lagDiff (3.34, 2007/08) via extra nth op."
1it2ia9kmdihxan8,bar_simple,1,1,,0,
b8um9hhxelrqowd9,line_simple,1,1,,0,
c41fny6w7gwpawbn,line_multiple,1,1,,0,
263367gingx3k5hu,bar_grouped,0,0,288,0,"True sum of per-region 2017-2011 increases (China243+Japan7+SK13+OtherAsia21+Taiwan4)=288; gold=288 correct, ours=6 and baseline=0 both wrong (used diff/diffByValue instead of per-region pairDiff)."
bnil22qu3wwatrc7,bar_stacked,0,1,13.05 (WEur avg 187/7=26.71 minus rest avg 41/3=13.67); sign-flip -13.05 also acceptable,1,Baseline 13.0476 matches true 13.05; ours=NaN (broken); gold=4.5 uses wrong country partition (4 vs 6 countries).
1lg9qn6shf8ifsdq,bar_simple,1,1,,0,
2a7luy1tzrplr2as,bar_grouped,0,0,"3 years (FY2018=7.81, FY2019=7.71, FY2020=6.34 all exceed 6 billion)",0,"Both used a global sum instead of per-year group-by sum, returning 1; true count of years over 6B is 3 (FY2018/2019/2020). Gold has no spec."
awg12vb36ndo75tq,line_simple,0,1,,0,
cby91tt3tvahsmuj,line_multiple,1,0,,0,
1lf1h5jf9ymeid5q,bar_simple,1,1,,0,
bpmaqi8nt785y4ay,bar_stacked,0,0,"3 years (2013, 2015, 2016) had American films >50%; 3 is not more than 3, so the answer to ""more than 3 years?"" is No/false.",0,Count is 3 (2013/2015/2016); gold's 3 is right; ours and baseline both returned null/empty.
c3mncg8r4g6bjoon,bar_stacked,1,1,,0,
c1dkepdvg39l54su,bar_stacked,0,0,"No — London Used car = 68 < average of all regions' Used car = 70.6 (777/11), so London is NOT greater (compareBool false / 0).",0,Gold=0 (false) matches truth (68<70.6); baseline=1 (true) is wrong; ours produced no spec.
1jgaguuh4rqlk7sq,bar_simple,1,1,,0,
2ecy6apyrdfpoqbo,bar_grouped,0,1,6,0,All 6 fiscal years have beer < (soft drink + hot dog); baseline count=6 correct; ours and gold have no spec.
b4o9bh8f969q6kqa,line_simple,1,0,4,0,"Average=36.78; years below=2015,2016,2018,2019=4. Ours=4 correct; baseline=9 (counted all rows via broken diff-then-filter) incorrect; gold=4 matches."
ciqofa9lr4z5kz7d,line_multiple,1,1,,0,
avwb8xstxx1lmfpk,line_simple,1,1,,0,
bkemtvekxtnuk8bf,line_multiple,1,1,,0,
1j86ensex8nyvdyk,bar_simple,0,0,2015-2017 (largest start-to-end increase over a 3-year interval: 24.6 - 19.8 = +4.8 million),1,"Question asks highest 3-year INCREASE (=2015-2017, +4.8); gold/ours use rollingWindow sum/avg max (2017-2019), baseline filtered-sum max (2014-2016) — all answer ""highest total"" not ""highest increase""."
273wm22z47ptlhzz,bar_grouped,0,1,,0,
1gdzafocxmz7rswi,bar_simple,0,1,,0,
9r7co7yl1osn3zg4,line_simple,1,1,,0,
a6gnu78mgn3xmqhu,line_simple,0,0,6,0,"Avg=31.22; 6 of 9 years below it (gold=6 correct); ours used diffByValue+count yielding 9 (all rows, no filter) = wrong; baseline empty."
87b7sitfbe4ttuns,bar_stacked,0,0,5,0,"All 5 types have active-inactive diff (0.60-0.78) < 1.0, so answer=5; both systems collapsed to one global diff and returned count 0."
2203wq7kgv5ha9fi,bar_grouped,1,0,,0,
20lb7iojghs85r21,bar_grouped,0,0,2015 (the 8th-vs-10th grade pair is the only pair whose abs difference is smaller than the third grade for every year; its max difference 0.042 occurs in 2015),0,"True answer is 2015 (pair 8th-vs-10th, diff 0.042); ours gave 2012/0.031 (wrong pair), baseline returned a boolean 1.0 not a year."
1xj7x49epprmpod7,bar_grouped,1,1,,0,
7iy5s09teyeaybzy,line_multiple,0,0,"2013 (sum 141.41, closest to the average of yearly sums 141.05; abs diff 0.358)",0,"Question wants the year (2013) but both ours and baseline return scalar 0.0 from findExtremum-min, not the argmin year; gold absent."
9sdl1j9l1fbhwq09,line_multiple,0,0,6,1,"Both genders rise monotonically and cross their own averages at 2013, so 2013-2018 = 6 years; ours=11 and baseline=0 are wrong, and gold=9 used a single combined average counting rows not years."
1g17ep9vho38jvcz,bar_simple,1,1,,0,
83hx57gqlkd9sldn,line_multiple,0,0,"2013 (Bad-Good difference = 64; 3rd biggest among years where bad>good: 2012=80, 2011=73, 2013=64)",0,"True 3rd-biggest diff is 2013 (64); gold matches; ours and baseline both returned 2009 (52, the 5th), genuinely wrong."
21klhgimadx4zsi9,bar_grouped,0,0,"2020 (year with highest total revenue across all sectors, 17534 million euros)",0,"Both summed all rows (grand total 103084) instead of grouping by year; answer should be the year 2020, not a scalar total."
77xb5ug5lhfmkb74,bar_stacked,0,0,83254 (Rest of Europe employees for 2011+2012+2013+2014 = 21037+21310+20516+20391),1,"True=83254 (Rest of Europe, 2011-2014); ours & baseline got 62863 (dropped 2014); gold got 230769 by summing all 4 EU countries, contradicting its own explanation."
a7byilpdrc3cbjr4,bar_stacked,1,1,"1 (only Spain: Keep the same highest at 52, Decrease second-highest at 33)",0,Only Spain has Keep-the-same highest with Decrease second; true count=1; ours=1 and baseline=1 both match (ours spec logic is shaky but executed value is correct).
7mw5410egrxfi2oy,line_multiple,0,0,33.4,0,"True avg = 33.4 (exclude 2002 max-Fav & 2007 max-Unfav); ours excluded wrong year 2009→28.0, baseline NaN; gold absent."
1hlsoeyqlr1r1n41,bar_simple,0,1,2,0,"Avg of 5 non-max regions = 570.62; 2 regions (Latin America, Other) fall below it → answer 2; ours returned 6 (diffByValue+count over all), baseline correctly returned 2."
90tonvacpe7zniv9,bar_stacked,0,0,Fair and balanced (sum = 1.24 across Meghan 0.25 + Catherine 0.44 + Queen Elizabeth II 0.55),0,"True answer is ""Fair and balanced"" (1.24); ours hardcoded that group but returned 0.55/Queen Elizabeth II, baseline returned max=0.53 instead of 1.24 — both wrong; gold absent."
ae2xp7bacbbs0kmx,line_simple,0,1,6 months are below the average index (avg = 106.025),0,"True count below avg(106.025)=6; baseline & gold=6 correct; ours=0 because its final filter has inputs:[] (not chained to diffByValue n2), filtering raw Index<0."
1g95in84ywix6pcf,bar_simple,1,0,Andy (3409 thousand subscribers),1,"Creators starting with ""a"": Amixem 4085 (1st), Andy 3409 (2nd); 2nd biggest = Andy/3409, so ours is right and gold/baseline returned the 1st (Amixem/4085)."
9r3kyy2jo2o66msh,line_simple,1,0,,0,
ckptmodbya2m1mih,bar_stacked,1,1,,0,
rx7zzpt8c0ue86y3,line_multiple,0,0,36.75,0,"Unfavorable>50 in 2013-2016; avg Favorable=(37+35+38+37)/4=36.75; both ours and baseline returned NaN (execution failed), gold has no spec."
88sup9tkwx0lwkgw,bar_stacked,0,0,420 (avg EMEA 1683.14 − avg Asia Pacific 1263.14 over years 2016-2020),0,"True diff is 420; ours=323.00 (filter not scoped to Asia, polluted year set), baseline=NaN; gold has no spec."
9g5a38vcep03acdu,bar_stacked,0,0,(manual),0,"highest YoY Walmart total growth=2021(28.96%); ours no-spec, base rows"
fsraebh4cpmzc7ut,line_simple,0,1,"3 (years 2012, 2014, 2019 increased vs previous year)",0,Ours used absolute:true on lagDiff so >0 counted all 9 changed years instead of 3 increases; baseline=3 correct.
h33j4k50c44wni7l,line_simple,0,1,5,0,"True count of values >2.6 and <3.0 is 5; ours duplicated the >2.6 filter and dropped <3.0, yielding 7; baseline and gold both give 5."
gnin1xu8b8rbtv34,line_multiple,1,1,,0,
58wxo6da4x2w1ass,bar_grouped,0,0,(manual),0,"smallest diff from AllGov(51)=Local(|50-51|=1); ours empty, base target=Barack Obama(candidate not worker type)"
f12st3qo0kz1egmp,line_multiple,1,1,(manual),0,"first year >2004 important rises=2016; unimportant 22<29 decreased→yes; ours diff=7(decrease mag, right year), base compareBool=1(yes)"
a0m3af45az33ngmr,bar_stacked,0,1,(manual),0,"highest sheep share=2020(0.0475); base target=2020 correct, ours __sum__=1622 wrong"
i0fd8sbi945erf7p,line_multiple,1,0,(manual),0,"Local news biggest YoY rise=2007(+5); ours correct, base rows(no reduce)"
50pei8jwlb2g5h1q,bar_grouped,0,0,(manual),0,"smallest decrease RATE=Germany 5.74%; ours empty, base no-spec"
g1s9b91z7xw8flg2,line_simple,1,1,,0,
0gt3h2146jc47ovx,bar_simple,1,1,,0,
31d6673lje5rb1nw,bar_grouped,0,1,(manual),0,"Confederacy higher killed-ratio(0.1391>0.1369); base compareBool=0(Union not higher)=correct, ours=1.0 wrong"
0cy2ufyjsinsswpm,bar_simple,1,1,(manual),0,cum from 20-29 exceeds 270189.5 at 50-59; both target=50-59 years correct
0ivzc37gi49isy9n,bar_simple,1,0,(manual),0,"max 3yr import=2018-2020(1395.62); ours correct, base empty"
guhd9zsodg7n408g,line_simple,1,1,,0,
0ijwrg723j4v8s3e,bar_simple,0,0,(manual),0,Asia share OF Northern Hemisphere=59.51/91.07=65.35; both returned raw 59.51 (no NH normalization)
56010lp5kjl1p4by,bar_grouped,0,0,(manual),0,growth-rate diff FT(31.58%) vs PT(53.33%)=0.2175; both NaN
