chart_id,chart_type,ours_correct,baseline_correct,true_answer,gold_looks_wrong,note
9douccar3m9ruah4,line_simple,0,0,"Uncomputable: question references ""Men's/Women's/All Results' Not at all"", but the chart data is E-commerce sales share by Year (2017-2025) with no such categories.",0,"Question/data mismatch: targets (""Not at all"" by gender) absent from E-commerce data; baseline returned empty (null), ours/gold produced no spec."
9mlpjn6pddrbthj8,line_simple,1,1,,0,
1x37jzohqd666qc0,bar_grouped,0,0,,0,
9u3xwiltv2hlcqq1,line_multiple,0,0,"Inverse (negative) relationship: democratic-government preference and strong-leader preference move in opposite directions across 2007-2012 (Dem 55->61->68 rises, Strong leader 34->30->26 falls), and this opposite-direction pattern holds for every transition in 2002,2005,2015 too — so it generalizes to the full span.",0,"Qualitative ""general relationship + does it generalize"" question; true answer is a consistent inverse relationship, but ours returned empty/null and baseline returned 0.0 (count 3==6 false), neither conveying the inverse-and-generalizes answer."
1hv85ef35tbvldiq,bar_simple,1,1,,0,
au22oa0vjosoagxu,line_multiple,1,1,2008–2015 (male life expectancy fell continuously each year from 70.72 in 2008 to 64.02 in 2015),0,"All three use monotonicRun(decreasing,longest) on male series; rows = the 2008–2015 continuous decline, which is the answer."
albgfrf44bz6134k,line_simple,1,0,"No — the average annual increase is 25.83M, which does not equal any individual year-to-year increase (range 23.37–28.16).",0,"Avg increase=25.83 matches no yearly increase; ours compareBool=1.0 (not equal→""No"") is correct; baseline returned empty."
23bplnbw291p6nil,bar_grouped,1,1,,0,
aoycx517slbw0ifa,bar_stacked,1,1,Entertainment division contributed most (1983.2 million euros); industry total 2015-2018 = 3575.3 million euros,0,Both return industry total 3575.3 (matches my sum) with findExtremum selecting Entertainment as top division; gold absent (exists=false).
aqowly2mmavof3f1,line_simple,1,0,"Years 10 to 19 (the longest continuous decrease: 6.3→5.6→4.8→4.4→4→3.5→3.1→3→2.6→2.3, 9 consecutive year-over-year decreases)",0,"Ours uses monotonicRun longest (rows = years 10-19, the right answer); baseline's lagDiff→filter→findExtremum returns scalar -0.2 at year 05, not the run of years."
23zc8kuhnpespj98,bar_grouped,1,0,,0,
1hm06wtar7gh92c8,bar_simple,1,1,,0,
amn6abwhwmc7ksaz,line_simple,0,0,"2016 (year with greatest absolute total change: 0.39 - 0.63 = -0.24, |change|=0.24, larger than 2017:+0.07, 2018:-0.14, 2019:-0.05, 2020:-0.03)",0,"Answer is year 2016 (|change|=0.24); ours returned 0.63 (max price, findExtremum read filtered data not diffs), baseline returned 0.34 (whole-period diff, not per-year max); gold has no spec."
221xoyhy3yziwabm,bar_grouped,0,0,,0,
25n4mzhv6y1p36dl,bar_grouped,1,1,,0,
ay58pwlf97q0osw6,bar_stacked,0,0,"Commercial (largest range = 284.6 - 21.1 = 263.5; Broadcasting=230.5, Matchday=45.8)",0,"Answer is Commercial (range 263.5); both systems returned Broadcasting's range 230.5, not the true max."
bhaqrpqx0hwtcol5,line_multiple,1,1,,0,
b1jrtiwi2x01zdtw,line_multiple,1,1,11 (Engaged 26 − Actively disengaged 15 in 2005),1,"2005: Engaged 26 − Actively disengaged 15 = 11; ours/baseline both 11; gold's 48 wrongly lumps Not engaged+Actively disengaged as ""disengaged""."
bfi0ia7zx8pjb5g8,bar_stacked,0,0,0 years (no year's Hardlines+Diversified sum exceeds 60; max is 49.2 in 2012),0,"Per-year Hardlines+Diversified sums all fall in 30-49 range, never >60, so true count is 0; both systems returned 1."
ahxo354yj7g4m6h1,line_simple,0,0,~2.43% per year (CAGR per explanation: (10.3/8.1)^(1/10)-1); simple-average reading gives ~2.72%/yr,1,"Answer is ~2.43% (CAGR) or ~2.72% simple avg/yr; gold=0.22 (pts/yr, wrong metric/scale), ours=2.06e10 (raw dollars), baseline=127.16 (ratio×100) all wrong."
apsxmes1emdu9vtk,bar_stacked,0,0,"1.56 million (age group 40–59 years has the smallest overall change, range 0.03; its 2018 value is 1.56)",0,"Most-steady group is 40–59 years (range 0.03), 2018=1.56; baseline returned 1.31 (0–19 group's 2018 value), wrong; gold/ours absent."
1hp11sl0mo4ohtpo,bar_simple,1,0,"2013/14, increase of 11.5 (from 45.65 to 57.15)",0,"Max year-to-year increase is +11.5 at 2013/14; ours matches, baseline returned first diff 3.34 (2007/08) via nth-from-left instead of the max."
1it2ia9kmdihxan8,bar_simple,1,1,,0,
b8um9hhxelrqowd9,line_simple,1,1,,0,
c41fny6w7gwpawbn,line_multiple,1,1,,0,
263367gingx3k5hu,bar_grouped,0,0,288 (China 243 + Japan 7 + South Korea 13 + Other Asia 21 + Taiwan 4),0,"Gold=288 matches; ours used diffByValue(ref:n1) instead of year pairDiff, yielding -627.6; baseline produced no spec."
bnil22qu3wwatrc7,bar_stacked,0,1,9.125 (Western Europe avg 24.625 − rest avg 15.5),1,Baseline=9.125 matches explanation grouping; ours=0 (diffed identical all-country averages); gold=4.5 uses a wrong country split.
1lg9qn6shf8ifsdq,bar_simple,0,1,"TRUE: (0.9+1.8+3.8+8.23+14.01)=28.74, ×3=86.22; later sum (15.31+20.03+21.11+21.96+20.61)=99.02; 86.22 < 99.02 so answer is True (1.0)",0,"Ours returned False (0.0) but tripled early subtotal 86.22 is indeed < later 99.02, so correct answer is True; baseline and gold agree at 1.0."
2a7luy1tzrplr2as,bar_grouped,0,0,"3 (FY2018=7.81, FY2019=7.71, FY2020=6.34 all exceed 6 billion)",0,"Both summed globally instead of grouping by fiscal year then counting; true count is 3, both returned 1; gold has no spec."
awg12vb36ndo75tq,line_simple,0,1,,0,
cby91tt3tvahsmuj,line_multiple,0,0,"No — 2012 abs diff = 55, avg of all yearly abs diffs ≈ 58.36, so 55 is NOT bigger (compareBool = false).",0,"Gold compareBool=0.0 (false) matches true answer No; ours spec ran to empty/null (n3 re-runs pairDiff instead of retrieving 2012), baseline has no spec."
1lf1h5jf9ymeid5q,bar_simple,1,1,,0,
bpmaqi8nt785y4ay,bar_stacked,0,0,"3 years (2013, 2015, 2016 exceed 50%); so No, not more than 3 years.",0,"Gold count=3 matches data (2013/2015/2016 >50%); both ours and baseline returned empty/null final, no usable value."
c3mncg8r4g6bjoon,bar_stacked,1,1,,0,
c1dkepdvg39l54su,bar_stacked,1,1,,0,
1jgaguuh4rqlk7sq,bar_simple,1,1,,0,
2ecy6apyrdfpoqbo,bar_grouped,0,0,6,0,"All 6 fiscal years have Beer < (SoftDrink+HotDog); true answer is 6, but ours=1 and baseline=0 are both wrong; gold absent."
b4o9bh8f969q6kqa,line_simple,1,0,,0,
ciqofa9lr4z5kz7d,line_multiple,1,1,,0,
avwb8xstxx1lmfpk,line_simple,0,0,"2021 (year-average deviation 3.58; 2020 dev 2.24, overall avg 261.56)",1,"Year w/ biggest dev = 2021 (3.58); ours=0.0 wrong, baseline=2.24 is the smaller 2020 dev (wrong extremum), gold=7.64/May'21 answers most-deviant-month not year as explanation requires."
bkemtvekxtnuk8bf,line_multiple,1,1,,0,
1j86ensex8nyvdyk,bar_simple,0,0,"2015–2017 (net increase of 4.8 million, from 19.8 to 24.6)",1,"Question wants largest net increase per 3-yr window (2015–2017, +4.8); all three instead aggregated levels — gold=max sum 78.4/2017–2019, ours&baseline=max avg 26.13/2017–2019."
273wm22z47ptlhzz,bar_grouped,0,1,No — Male total (0.08+0.09=0.17) is NOT greater than Female total (0.10+0.09=0.19); compareBool > is false (0.0),0,"Male 0.17 < Female 0.19 so answer is false(0.0); ours returned 1.0 (wrong), baseline and gold returned 0.0 (correct)."
1gdzafocxmz7rswi,bar_simple,0,0,4,0,"Diff of two biggest (335-209=126); 4 years (15,34,68,125) are below it; gold=4 correct, ours=0 and baseline=1 both wrong."
9r7co7yl1osn3zg4,line_simple,1,1,,0,
a6gnu78mgn3xmqhu,line_simple,0,1,6,0,"Avg=31.22; 6 years (2015,2016,2017,2018,2019,2020) below avg. Gold=6 and baseline=6 correct; ours counted diffByValue's 9 rows instead of the filter node, giving 9."
87b7sitfbe4ttuns,bar_stacked,0,0,5,0,"All 5 active-vs-inactive diffs (0.60,0.78,0.67,0.64,0.61) are <1.0 so answer=5; both systems returned 0.0, wrong."
2203wq7kgv5ha9fi,bar_grouped,1,1,,0,
20lb7iojghs85r21,bar_grouped,1,1,2015 (largest within-year gap = 0.075 - 0.01 = 0.065),0,"Question asks for a year; both ours and baseline return target=2015 which is the true answer (max within-year gap 0.065), though their scalar value 0.042 reflects only a partial-diff path."
1xj7x49epprmpod7,bar_grouped,0,1,122,0,"Diffs sum 140, avg ~15.56; years >avg sum to 122. Ours filtered >0 (kept all) giving 140; baseline/gold filtered >avg giving 122."
7iy5s09teyeaybzy,line_multiple,0,0,"2013 (combined total ~141.41, closest to overall average ~141.05)",0,"True answer is year 2013; both ours and baseline returned scalar 0.0 instead of identifying the year, so both wrong; gold absent."
9sdl1j9l1fbhwq09,line_multiple,0,1,"6 years (2013-2018, where both female > 63.63 and male > 57.37)",1,"True count is 6; baseline=6 correct, ours=11 incorrect, gold=9 wrong (collapsed both genders into one average instead of per-gender intersection)."
1g17ep9vho38jvcz,bar_simple,1,1,,0,
83hx57gqlkd9sldn,line_multiple,0,0,"2013 (Bad-Good difference of 64; sorted desc: 2012=80, 2011=73, 2013=64 is 3rd)",0,"Correct answer is 2013 (diff 64); gold matches, ours and baseline both returned 2014/14 (wrong filter+nth)."
21klhgimadx4zsi9,bar_grouped,0,0,"2020 (yearly total 17534 million euros; per-year sums: 2014=11364, 2015=12845, 2016=15024, 2017=15327, 2018=14837, 2019=16153, 2020=17534)",0,Both summed all rows globally (103084 grand total) instead of grouping by year; answer should be 2020 (total 17534).
77xb5ug5lhfmkb74,bar_stacked,0,0,230769,0,"True Europe sum 2011-2014 = 230769 (gold matches); ours 232378 is off by 1609 (incorrect despite auto label), baseline 527900 double-counts."
a7byilpdrc3cbjr4,bar_stacked,0,0,"1 (only Spain: Keep the same is largest at 52, and Decrease 33 > Increase 14)",0,All systems have exists=false (no spec); true answer is 1 country (Spain).
7mw5410egrxfi2oy,line_multiple,0,0,"33.4 (exclude 2002 max-Favorable and 2007 max-Unfavorable; avg of remaining diffs 29,22,40,34,42 = 167/5)",0,Baseline averaged all 7 diffs (32.14) because its filter between 2002-2015 excluded nothing; true answer excludes 2002 & 2007 giving 33.4.
1hlsoeyqlr1r1n41,bar_simple,1,0,,0,
90tonvacpe7zniv9,bar_stacked,0,0,Fair and balanced (combined share 0.69 = 0.25 + 0.44),0,"True answer is Fair and balanced (0.69); ours returned 0.5/Meghan (raw max, no per-perception sum), baseline returned 0.38 (wrong extremum over sums); gold absent."
ae2xp7bacbbs0kmx,line_simple,0,0,6,0,"Avg=106.025; 6 of 8 months below it (gold=6 correct); ours=8 counted all rows, not filtered subset; baseline empty."
1g95in84ywix6pcf,bar_simple,0,1,"Andy (3409 thousand) — the 2nd-highest subscriber count among creators starting with ""a"" (Amixem 4085 is 1st, Andy 3409 is 2nd)",1,"2nd-biggest ""a"" creator is Andy=3409; baseline got it, ours+gold returned Amixem=4085 (the 1st-biggest) due to off-by-one nth indexing."
9r3kyy2jo2o66msh,line_simple,1,0,,0,
ckptmodbya2m1mih,bar_stacked,1,0,2016 (minimum absolute |2G-3G| difference = 350),0,"Min |2G-3G|=350 at 2016; ours value=350/target=2016 correct; baseline returned null/rows (extra retrieveValue step unreduced), no scalar answer."
rx7zzpt8c0ue86y3,line_multiple,0,0,36.75%,0,Years with Unfavorable>50 (2013-16) give Favorable avg (37+35+38+37)/4=36.75%; both systems returned NaN (wrong); gold has no spec.
88sup9tkwx0lwkgw,bar_stacked,0,0,420.0 (EMEA avg 1683.14 − Asia Pacific avg 1263.14 over years 2016–2020 where Asia Pacific > 1000),0,"Both ours and baseline executed to NaN (no usable value); gold has no spec (exists=false), so not judged wrong."
9g5a38vcep03acdu,bar_stacked,0,0,2009 (highest YoY growth rate of total net sales = +7.29%; 2021 is only 2nd at +6.79%),1,"True highest YoY growth-rate year is 2009 (7.29%); gold/explanation say 2021 using Walmart-US-only absolute change (28.96), ours reduced to scalar -0.0088, baseline empty/null."
fsraebh4cpmzc7ut,line_simple,0,1,3,0,"Increases at 2012/2014/2019 = 3; baseline=3 correct, ours=9 wrong (broken ref:n2 self-filter), gold=3 matches."
h33j4k50c44wni7l,line_simple,0,0,5,0,"True count of values strictly in (2.6,3.0) is 5 (2.7,2.7,2.8,2.9,2.9); gold=5 correct; ours duplicated >2.6 filter (no upper bound) and baseline left filters unchained, both returning 7."
gnin1xu8b8rbtv34,line_multiple,1,0,4,0,"Diffs ≥10: 2010(12),2012(11),2013(18),2014(17)=4; ours/gold=4 correct, baseline=0 (extra group filter breaks pairDiff result); explanation text says 6 but executed gold value 4 is right."
58wxo6da4x2w1ass,bar_grouped,0,0,"Local Government workers (Obama 50, diff |50-51|=1, the smallest gap from All Government workers' 51)",0,"True answer is Local Government workers (diff=1); both ours and baseline returned empty/null final, so neither yields the answer."
f12st3qo0kz1egmp,line_multiple,0,0,"Yes. First year after 2004 with higher ""important"" value than 2004 (67) is 2016 (74); ""Things will be the same"" in 2016 is 22, down from 29 in 2004, so the unimportant share decreased.",0,"Baseline spec logic is correct (would yield Yes/true) but executed final=""empty"" with null value, so it produced no answer; ours/gold absent."
a0m3af45az33ngmr,bar_stacked,0,0,"2020 (sheep share ~4.745%, highest of all years)",0,"True answer is 2020; gold's target=""2020"" is correct; ours=-1622.46 and baseline=1547.94 are meaningless cross-year aggregates, neither identifies a year."
i0fd8sbi945erf7p,line_multiple,1,1,,0,
50pei8jwlb2g5h1q,bar_grouped,0,0,"Germany (smallest decrease rate ≈5.7%; UK 13.0%, France 18.6%, Italy 14.3%)",0,Germany has smallest decrease rate; gold lands on Germany; ours value=NaN and baseline final=empty/null both fail.
g1s9b91z7xw8flg2,line_simple,1,1,,0,
0gt3h2146jc47ovx,bar_simple,0,1,3.6,0,"(19+17)/10 = 3.6; baseline=3.6 correct, ours=0.0 (sum mis-grouped Iron+Zinc), gold=3.6 matches."
31d6673lje5rb1nw,bar_grouped,0,0,Confederacy (killed proportion 3903/28063=0.1391 > Union 3155/23049=0.1369),0,"Gold ratio compareBool=0.0 correctly implies Confederacy higher; ours empty; baseline summed Killed+TotalCasualties counts instead of computing the killed/casualties proportion, answering the wrong quantity."
0cy2ufyjsinsswpm,bar_simple,0,0,"50-59 years (cumulative from 20-29: 89034+70660+84570+99943=344207, which first exceeds 50% of total 540379 = 270189.5 when 50-59 is added)",0,"Answer is ""50-59 years""; both systems return compareBool=0.0 (false), but cumulative 344207 > threshold 270189.5 should be true, and neither returns the age group asked for."
0ivzc37gi49isy9n,bar_simple,1,0,"2018-2020 (sum = 1395.62 billion rupees), the highest 3-year sliding-window total",0,"Max window is 2018-2020=1395.62; ours/gold match. Baseline added compareBool vs wrong period ""2012-2014"" (from misleading explanation) → empty/null, wrong."
guhd9zsodg7n408g,line_simple,1,1,,0,
0ijwrg723j4v8s3e,bar_simple,1,0,65.35% (Asia 59.51 / Northern Hemisphere total 91.07 = 65.345%),0,Ours=65.3453 matches true 65.35%; baseline produced a spec but executed to empty/null (no value). Explanation's stated 65.03% is a typo vs actual data.
56010lp5kjl1p4by,bar_grouped,0,0,≈0.2175 (full-time growth 0.6/1.9=0.3158 minus part-time growth 0.8/1.5=0.5333 = -0.2175; magnitude 0.2175),0,"True diff of growth rates ≈0.2175; gold=0.2175 correct (explanation's 0.133 is wrong), but ours and baseline both produce NaN."
