chart_id,chart_type,op_status,viz_status,question,explanation,operation_spec,op_feedback,viz_feedback,updated_at
1x37jzohqd666qc0,groupedBar,pending,pending,"Is the average value of ""Don't know/no opinion"" in all categories equal to the difference between ""Very unlikely"" in ""Family"" and ""Very unlikely"" in ""Local community"" plus the difference between ""Somewhat unlikely"" in ""Family"" and ""Local community""?",Extract the “Don’t know/no opinion” percentages for all three categories and calculate their average. Get the “Very unlikely” percentages for Family and Local community and compute their difference. Compute the difference between the “Somewhat unlikely” percentages for Family and Local community. Add the two differences and compare that sum to the earlier average.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""Don't know/no opinion""}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Percentage of respondents""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Category"", ""include"": [""Family""]}, {""op"": ""retrieveValue"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""target"": ""Very unlikely"", ""field"": ""Percentage of respondents""}, {""op"": ""filter"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Category"", ""include"": [""Local community""]}, {""op"": ""retrieveValue"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n5""], ""sentenceIndex"": 2}, ""target"": ""Very unlikely"", ""field"": ""Percentage of respondents""}, {""op"": ""diff"", ""id"": ""n7"", ""meta"": {""nodeId"": ""n7"", ""inputs"": [""n4"", ""n6""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n4"", ""targetB"": ""ref:n6"", ""signed"": true}], ""ops3"": [{""op"": ""filter"", ""id"": ""n8"", ""meta"": {""nodeId"": ""n8"", ""inputs"": [], ""sentenceIndex"": 3}, ""field"": ""Category"", ""include"": [""Family""]}, {""op"": ""retrieveValue"", ""id"": ""n9"", ""meta"": {""nodeId"": ""n9"", ""inputs"": [""n8""], ""sentenceIndex"": 3}, ""target"": ""Somewhat unlikely"", ""field"": ""Percentage of respondents""}, {""op"": ""filter"", ""id"": ""n10"", ""meta"": {""nodeId"": ""n10"", ""inputs"": [], ""sentenceIndex"": 3}, ""field"": ""Category"", ""include"": [""Local community""]}, {""op"": ""retrieveValue"", ""id"": ""n11"", ""meta"": {""nodeId"": ""n11"", ""inputs"": [""n10""], ""sentenceIndex"": 3}, ""target"": ""Somewhat unlikely"", ""field"": ""Percentage of respondents""}, {""op"": ""diff"", ""id"": ""n12"", ""meta"": {""nodeId"": ""n12"", ""inputs"": [""n9"", ""n11""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n9"", ""targetB"": ""ref:n11"", ""signed"": true}], ""ops4"": [{""op"": ""add"", ""id"": ""n13"", ""meta"": {""nodeId"": ""n13"", ""inputs"": [""n7"", ""n12""], ""sentenceIndex"": 4}, ""targetA"": ""ref:n7"", ""targetB"": ""ref:n12""}, {""op"": ""compareBool"", ""id"": ""n14"", ""meta"": {""nodeId"": ""n14"", ""inputs"": [""n13"", ""n2""], ""sentenceIndex"": 4}, ""operator"": ""=="", ""targetA"": ""ref:n13"", ""targetB"": ""ref:n2""}]}",,,2026-05-25T01:48:23
b8um9hhxelrqowd9,simpleLine,verified,pending,Is the value in 2010 bigger than the average?,"Calculate the average of the ""Number of inhabitants (in millions)"" values across all years shown in the chart. Locate the 2010 point and read its value from the chart. Compare the 2010 value to the computed overall average to determine whether it is larger.","{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Number of inhabitants (in millions)""}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""2010"", ""field"": ""Number of inhabitants (in millions)""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n2"", ""targetB"": ""ref:n1""}]}",,,2026-05-26T01:33:18.857Z
c41fny6w7gwpawbn,multipleLine,pending,pending,When is the year that has the lowest difference between two opinions?,Compute the absolute difference between the Percentage values for Confidence and No confidence for each Year. Compare these gaps across all years. Select the year with the smallest gap.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Confidence"", ""groupB"": ""No confidence"", ""seriesField"": ""Opinion"", ""by"": ""Year"", ""field"": ""Percentage"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""min"", ""field"": ""Percentage""}]}",,,
263367gingx3k5hu,groupedBar,verified,pending,What is the Sum of the increases between the two terms for Asian countries (excluding the Middle East)?,Treat the two terms as the two years shown for each region. Filter the chart to Asian regions and exclude the “Others (including Middle East and other DRI)” region. Subtract the 2011 bar value from the 2017 bar value for each remaining Asian region. Sum those regional increases.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Region"", ""include"": [""China"", ""Japan"", ""Other Asia"", ""South Korea"", ""Taiwan""]}], ""ops2"": [{""op"": ""pairDiff"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""groupA"": ""2017"", ""groupB"": ""2011"", ""seriesField"": ""Year"", ""by"": ""Region"", ""field"": ""Demand_Million_Metric_Tons"", ""signed"": true}], ""ops3"": [{""op"": ""sum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""field"": ""Demand_Million_Metric_Tons""}]}",,,2026-05-26T01:12:03.479Z
bnil22qu3wwatrc7,stackedBar,pending,pending,"According to this chart, what is the difference between the average number of ""A better place to live"" opinion of Western Europe and the rest?","Treat Western Europe as the countries Netherlands, Germany, UK, Sweden, France, Spain, Greece, and Italy, and treat the rest as Hungary and Poland. Extract the “A better place to live” percentages for each group from the chart. Average the extracted percentages within each group. Subtract the rest-of-countries average from the Western Europe average.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Country"", ""include"": [""Netherlands"", ""Germany"", ""UK"", ""Sweden"", ""France"", ""Spain"", ""Greece"", ""Italy""], ""group"": ""A better place to live""}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Percentage""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Country"", ""include"": [""Hungary"", ""Poland""], ""group"": ""A better place to live""}, {""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Percentage""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": true}]}",,,
1lg9qn6shf8ifsdq,simpleBar,pending,pending,Is the sum of the values until Jan 2013 times three smaller than the sum of the values from Feb 2013?,Sum the listener-hour values for all time periods ending at or before Jan 2013. Multiply that subtotal by three. Sum the listener-hour values for all time periods starting from Feb 2013 onward. Compare the tripled early subtotal to the later subtotal to determine whether it is smaller.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Time Period"", ""include"": [""Feb 2008 to Jan 2009"", ""Feb 2009 to Jan 2010"", ""Feb 2010 to Jan 2011"", ""Feb 2011 to Jan 2012"", ""Feb 2012 to Jan 2013""]}, {""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Listener hours in billions""}, {""op"": ""scale"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""target"": ""ref:n2"", ""factor"": 3}], ""ops2"": [{""op"": ""filter"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [], ""sentenceIndex"": 3}, ""field"": ""Time Period"", ""include"": [""Feb to Dec 2013"", ""Jan to Dec 2014"", ""Jan to Dec 2015"", ""Jan to Dec 2016"", ""Jan to Dec 2017""]}, {""op"": ""sum"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n4""], ""sentenceIndex"": 3}, ""field"": ""Listener hours in billions""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n3"", ""n5""], ""sentenceIndex"": 4}, ""operator"": ""<"", ""targetA"": ""ref:n3"", ""targetB"": ""ref:n5""}]}",,,
2a7luy1tzrplr2as,groupedBar,verified,pending,What is the number of years where the total rice export shows over 6 billion?,"Sum the two bars (Basmati rice and Non–basmati rice) within each fiscal-year column to get the total export for that year. 
Compare each yearly total against the 6-billion threshold. Count the fiscal years whose totals exceed 6.","{""ops"": [{""op"": ""sum"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Export value in billion US dollars""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Export value in billion US dollars"", ""operator"": "">"", ""value"": 6}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",,,2026-05-26T01:12:15.410Z
awg12vb36ndo75tq,simpleLine,pending,pending,Do poverty range increase faster in last 6 years than the first 6 years from this chart?,Treat the first 6 years as 2008–2013 and the last 6 years as 2015–2020 based on the Year axis. Get the poverty-rate change by subtracting the first year’s value from the last year’s value within each 6-year span. Divide each change by 5 to convert it to an average per-year increase. Compare the two per-year increases to decide which period rises faster.,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""2008"", ""field"": ""Absolute poverty rate""}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""2013"", ""field"": ""Absolute poverty rate""}, {""op"": ""diff"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2"", ""n1""], ""sentenceIndex"": 1}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n1"", ""signed"": true}, {""op"": ""scale"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 1}, ""target"": ""ref:n3"", ""factor"": 0.2}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""2015"", ""field"": ""Absolute poverty rate""}, {""op"": ""retrieveValue"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""2020"", ""field"": ""Absolute poverty rate""}, {""op"": ""diff"", ""id"": ""n7"", ""meta"": {""nodeId"": ""n7"", ""inputs"": [""n6"", ""n5""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n6"", ""targetB"": ""ref:n5"", ""signed"": true}, {""op"": ""scale"", ""id"": ""n8"", ""meta"": {""nodeId"": ""n8"", ""inputs"": [""n7""], ""sentenceIndex"": 2}, ""target"": ""ref:n7"", ""factor"": 0.2}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n9"", ""meta"": {""nodeId"": ""n9"", ""inputs"": [""n4"", ""n8""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n8"", ""targetB"": ""ref:n4""}]}",,,
cby91tt3tvahsmuj,multipleLine,pending,pending,Is the difference between the parties in 2012 bigger than the average of the differences of all years?,Calculate the absolute percentage-point difference between the two party lines for each year shown in the chart. Average those yearly differences across all years. Compute the absolute difference between the two parties in 2012. Compare the 2012 difference to the overall average difference.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Dem/Lean Dem"", ""groupB"": ""Rep/Lean Rep"", ""seriesField"": ""Party"", ""by"": ""Year"", ""field"": ""Percentage"", ""absolute"": true}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Percentage""}], ""ops3"": [{""op"": ""retrieveValue"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1""], ""sentenceIndex"": 3}, ""target"": ""2012"", ""field"": ""Percentage""}], ""ops4"": [{""op"": ""compareBool"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3"", ""n2""], ""sentenceIndex"": 4}, ""operator"": "">"", ""targetA"": ""ref:n3"", ""targetB"": ""ref:n2""}]}",,,
1lf1h5jf9ymeid5q,simpleBar,pending,pending,Count the number of year that consists more than 3 million shipments increase compared to last year.,Sort the bars by Year in ascending order. Calculate the year-over-year change by subtracting each year’s shipments from the previous year’s shipments. Mark each year where this change is greater than 3 million. Count the marked years.,"{""ops"": [{""op"": ""lagDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Unit shipments in millions"", ""order"": ""asc"", ""absolute"": false}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Unit shipments in millions"", ""operator"": "">"", ""value"": 3}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",,,
bpmaqi8nt785y4ay,stackedBar,pending,pending,Count the year when American flims occupied the majority(more than 50%) of cinema admissions. Do they occupied the majority more than 3 years?,Filter the chart to the bars colored for American films. Check each year’s American-films segment against the 50% threshold. Count the years where that segment exceeds 50%. Compare that count to 3 to decide whether it is more than 3 years.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""American films""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Share of cinema admissions"", ""operator"": "">"", ""value"": 50}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}], ""ops4"": [{""op"": ""compareBool"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 4}, ""operator"": "">"", ""targetA"": ""ref:n3"", ""targetB"": 3}]}",,,
c3mncg8r4g6bjoon,stackedBar,verified,pending,Is Germany has higher share of respondents in Gasoline or diesel compared to the average of rest of the countries?,"Get Germany’s value for the “Gasoline or diesel (ICE)” segment from the chart. 
Average the “Gasoline or diesel (ICE)” values across all the other countries. 
Compare Germany’s value to that average to determine whether it is higher.","{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""Germany"", ""field"": ""Share of respondents"", ""group"": ""Gasoline or diesel (ICE)""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Country"", ""operator"": ""!="", ""value"": ""Germany"", ""group"": ""Gasoline or diesel (ICE)""}, {""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""field"": ""Share of respondents""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n1"", ""n3""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n1"", ""targetB"": ""ref:n3""}]}",,,2026-05-26T01:10:13.877Z
c1dkepdvg39l54su,stackedBar,pending,pending,Do respondents from London has more preference to used car compared to the average of whole region?,Get the “Used car” share for London from the chart. Calculate the average “Used car” share across all regions by averaging the “Used car” segment values for each region. Compare London’s “Used car” share to that overall average to determine whether it is higher.,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""London"", ""field"": ""Share of respondents"", ""group"": ""Used car""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 2}, ""group"": ""Used car""}, {""op"": ""average"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}, ""field"": ""Share of respondents""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n1"", ""n3""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n1"", ""targetB"": ""ref:n3""}]}",,,
1jgaguuh4rqlk7sq,simpleBar,pending,pending,What is the difference of the sum of sales between the first six years and the last six years?,Split the chart into the first six years shown (2008–2013) and the last six years shown (2014–2019). Sum the sales-volume values for the first group of six bars. Add the sales-volume values for the second group of six bars. Subtract the last-six-years total from the first-six-years total.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2008"", ""2013""]}, {""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Sales volume in tonnes""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2014"", ""2019""]}, {""op"": ""sum"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Sales volume in tonnes""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": true}]}",,,
2ecy6apyrdfpoqbo,groupedBar,pending,pending,How many fiscal year exist where the beer is smaller than the sum of soft drink and hot dog?,Group the bars by fiscal year. Add the Soft drink and Hot dog values within each fiscal year. Compare that sum to the Beer value for the same fiscal year. Count the fiscal years where Beer is smaller than the combined total.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": [""Soft drink"", ""Hot dog""]}, {""op"": ""sum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Sales price in US dollars""}], ""ops2"": [{""op"": ""sum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Sales price in US dollars"", ""group"": ""Beer""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3"", ""n2""], ""sentenceIndex"": 3}, ""operator"": ""<"", ""targetA"": ""ref:n3"", ""targetB"": ""ref:n2""}]}",,,
b4o9bh8f969q6kqa,simpleLine,pending,pending,What is the number of years where the value is lower than the average?,Calculate the average of the index scores across all years in the chart. Compare each year’s index score to that average. Count the years whose index score falls below the average.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Index score on a scale from 0 to 100""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Index score on a scale from 0 to 100"", ""operator"": ""<"", ""value"": ""ref:n1""}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",,,
ciqofa9lr4z5kz7d,multipleLine,pending,pending,What year shows the second lowest absolute difference between Revenue and Expenditure?,Compute the absolute difference between the Revenue and Expenditure values for each year. Sort these yearly absolute differences from smallest to largest. Select the year associated with the second entry in that sorted list.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Revenue"", ""groupB"": ""Expenditure"", ""seriesField"": ""Type"", ""by"": ""Year"", ""field"": ""Revenue and expending in million Canadian dollars"", ""absolute"": true}], ""ops2"": [{""op"": ""sort"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Revenue and expending in million Canadian dollars"", ""order"": ""asc""}], ""ops3"": [{""op"": ""nth"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""n"": 2, ""from"": ""left""}]}",,,
avwb8xstxx1lmfpk,simpleLine,verified,pending,What is the Year that has the biggest deviation from the total average?,Compute the overall average of the Consumer Price Index values across all months shown in the chart. Calculate each year’s average Consumer Price Index using the months that fall in that year. Subtract the overall average from each year’s average and take the absolute value. Compare these deviations and select the year with the largest deviation.,"{""ops"": [{""op"": ""average"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Consumer Price Index (100 = 1982-1984)""}], ""ops2"": [{""op"": ""diffByValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""targetValue"": ""ref:n1"", ""field"": ""Consumer Price Index (100 = 1982-1984)"", ""signed"": false}], ""ops3"": [{""op"": ""findExtremum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""which"": ""max"", ""field"": ""Consumer Price Index (100 = 1982-1984)""}]}",,,2026-05-26T01:33:44.144Z
bkemtvekxtnuk8bf,multipleLine,pending,pending,"What is the year when the ""Favorable view of US"" data and ""Confidence in Obama"" is the second nearest?",Compute the absolute difference between the two metric values for each year. Sort the yearly differences from smallest to largest. Select the year associated with the second-smallest difference.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""groupA"": ""Favorable view of US"", ""groupB"": ""Confidence in Obama"", ""seriesField"": ""Metric"", ""by"": ""Year"", ""field"": ""Percentage"", ""absolute"": true}], ""ops2"": [{""op"": ""sort"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Percentage"", ""order"": ""asc""}], ""ops3"": [{""op"": ""nth"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""n"": 2, ""from"": ""left""}]}",,,
1j86ensex8nyvdyk,simpleBar,pending,pending,What 3-year range shows the highest increase?,Compute the net change in “Number of arrivals in millions” from the first year to the third year for every consecutive 3-year window on the chart. Compare these net changes across all windows. Select the 3-year range with the largest net increase.,"{""ops"": [{""op"": ""rollingWindow"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""window"": 3, ""aggregate"": ""max"", ""field"": ""Number of arrivals in millions"", ""orderField"": ""Year""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Number of arrivals in millions""}]}",,,
273wm22z47ptlhzz,groupedBar,pending,pending,"With today and previous week, do male respondents used the application than female respondents?",Locate the “Today” and “Within the previous week” bars in the Male column and add their Share_of_Respondents values. Locate the same two bars in the Female column and add their values. Compare the two summed totals to determine whether the male total is greater than the female total.,"{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""Male"", ""field"": ""Share_of_Respondents"", ""group"": ""Today""}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""Male"", ""field"": ""Share_of_Respondents"", ""group"": ""Within the previous week""}, {""op"": ""add"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 1}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2""}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""Female"", ""field"": ""Share_of_Respondents"", ""group"": ""Today""}, {""op"": ""retrieveValue"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""Female"", ""field"": ""Share_of_Respondents"", ""group"": ""Within the previous week""}, {""op"": ""add"", ""id"": ""n6"", ""meta"": {""nodeId"": ""n6"", ""inputs"": [""n4"", ""n5""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n4"", ""targetB"": ""ref:n5""}], ""ops3"": [{""op"": ""compareBool"", ""id"": ""n7"", ""meta"": {""nodeId"": ""n7"", ""inputs"": [""n3"", ""n6""], ""sentenceIndex"": 3}, ""operator"": "">"", ""targetA"": ""ref:n3"", ""targetB"": ""ref:n6""}]}",,,
